Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,Hello and welcome to our short survey. Your answers are completely anonymous and will be grouped together with all others and not looked at on an individual basis. What is your gender?,What is your age?,Which of the following areas of Illinois do you live in?,"If there are any firearms in your home or in any of your household's vehicles, are they...","If you were to obtain a firearm, how would you most likely store it?","If there are any firearms in your HOME, how are they stored? (please choose all that apply)",,,,,,,"If there are any firearms in any of your household's VEHICLES, how are they stored? (Please choose all that apply)",,,,Are there any children or teens living in your home (permanently or occasionally)?,"When your children or teens visit friends or other homes, do you or someone else ever ask about the presence of firearms and how they are stored?","Are there any children or teens EVER VISITING your home (including grandchildren, other relatives, friends or others)?",Have you ever seen or heard information on how and why to store firearms safely?,Would you consider the area you live to be...?,Age,Device Type,Gender,Household Income,Region
118440113310,453292315,10/10/2023 04:51:37 PM,10/10/2023 04:52:46 PM,,,,,a3f68241b3198e08ddd0f8f728,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,No/don't recall,Suburban,45-60,iOS Phone / Tablet,Female,"$200,000+",East North Central
118440109390,453292315,10/10/2023 04:46:02 PM,10/10/2023 04:48:03 PM,,,,,07f8150a9cb6877f983a8888f8,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Trigger lock,,,,,,,,,,,,No,,No,Yes,Suburban,> 60,Android Phone / Tablet,Male,"$10,000-$24,999",East North Central
118440109268,453292315,10/10/2023 04:46:11 PM,10/10/2023 04:46:37 PM,,,,,811a90a84a3dc43b8997f70c26,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,,,,,,,,,,,,,,,,,,,,,,
118440107318,453292315,10/10/2023 04:42:33 PM,10/10/2023 04:43:31 PM,,,,,af67b10b0e8020814cabd9de37,smc,Female,55+,"Central (Peoria, Champaign, Springfield, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,No,Yes,Suburban,45-60,Android Phone / Tablet,Female,"$25,000-$49,999",East North Central
118440107312,453292315,10/10/2023 04:41:19 PM,10/10/2023 04:43:30 PM,,,,,ab577ced3f1df212e9c752a972,smc,Female,21-34,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,Yes,Rural,18-29,iOS Phone / Tablet,Female,Prefer not to answer,East North Central
118440106730,453292315,10/10/2023 04:41:51 PM,10/10/2023 04:43:20 PM,,,,,c7f15a8479756ce122b6da7c54,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,Yes,Urban/city,> 60,Other,Female,"$125,000-$149,999",East North Central
118440107101,453292315,10/10/2023 04:41:53 PM,10/10/2023 04:43:13 PM,,,,,317b32ba3da1b2a724af4ccc7e,smc,Male,21-34,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,No/don't recall,Suburban,30-44,iOS Phone / Tablet,Male,"$100,000-$124,999",East North Central
118440106372,453292315,10/10/2023 04:41:21 PM,10/10/2023 04:42:07 PM,,,,,89aff39486012da127850d65ce,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Suburban,45-60,Android Phone / Tablet,Female,"$75,000-$99,999",East North Central
118440105808,453292315,10/10/2023 04:40:33 PM,10/10/2023 04:41:49 PM,,,,,59dd3f52d4ad62f2abe94a3ac7,smc,Female,55+,"Central (Peoria, Champaign, Springfield, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,No,Yes,Suburban,> 60,Windows Desktop / Laptop,Male,"$50,000-$74,999",East North Central
118440105566,453292315,10/10/2023 04:39:59 PM,10/10/2023 04:41:40 PM,,,,,62982cf73d2d16aa1bfe092c42,smc,Female,55+,"Central (Peoria, Champaign, Springfield, etc.)",All Unlocked,,,,,,Other type of lock or safe (including locked cabinet or other locked area),,,,,,No firearms in any household vehicles,No,,Yes,Yes,Rural,> 60,Android Phone / Tablet,Female,"$25,000-$49,999",East North Central
118440104701,453292315,10/10/2023 04:38:44 PM,10/10/2023 04:39:35 PM,,,,,9945858a81c68a1c07b7ef00b9,smc,Female,35-54,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",All locked,,,,,,,"Drawer, nightstand or other UNLOCKED area",,,,,No firearms in any household vehicles,Yes,No,,Yes,Rural,45-60,iOS Phone / Tablet,Female,"$150,000-$174,999",East North Central
118440102779,453292315,10/10/2023 04:36:12 PM,10/10/2023 04:36:36 PM,,,,,d711115c34c10adaec795a5509,smc,Male,21-34,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All Unlocked,,Cable lock,"Biometric (Fingerprint, etc.) safe",Locked safe or case (not biometric),Trigger Lock,,,,"Biometric (fingerprint, etc.) safe secured to vehicle",,"Trunk, glovebox, under seat or other hidden but unsecured place",,Yes,Yes,,Yes,Urban/city,18-29,iOS Phone / Tablet,Male,"$50,000-$74,999",East North Central
118440102285,453292315,10/10/2023 04:33:34 PM,10/10/2023 04:35:54 PM,,,,,8168c19af27c38a5065d9c25b3,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,Yes,Children not old enough/don't visit other homes,,Yes,Suburban,30-44,iOS Phone / Tablet,Female,"$10,000-$24,999",East North Central
118440100304,453292315,10/10/2023 04:32:41 PM,10/10/2023 04:34:41 PM,,,,,72fada553ff354e677044f4fab,smc,Female,55+,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Urban/city,> 60,Android Phone / Tablet,Female,"$75,000-$99,999",East North Central
118440100006,453292315,10/10/2023 04:32:28 PM,10/10/2023 04:33:30 PM,,,,,5859dd551f1559bec0048587b8,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Cable Lock,,,,,,,,,,,,No,,No,No/don't recall,Urban/city,> 60,Windows Desktop / Laptop,Female,"$25,000-$49,999",East North Central
118440097908,453292315,10/10/2023 04:29:35 PM,10/10/2023 04:30:25 PM,,,,,b221a200f3ecc9420eb4227d79,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,Yes,Yes,Urban/city,> 60,MacOS Desktop / Laptop,Male,"$10,000-$24,999",East North Central
118440098172,453292315,10/10/2023 04:29:38 PM,10/10/2023 04:30:12 PM,,,,,d616e35b99df4ada301d1684c9,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,Cable lock,"Biometric (Fingerprint, etc.) safe",Locked safe or case (not biometric),,,,,"Biometric (fingerprint, etc.) safe secured to vehicle",Locked safe or case (not biometric) secured to vehicle,"Trunk, glovebox, under seat or other hidden but unsecured place",,Yes,Yes,,Yes,Rural,45-60,Android Phone / Tablet,Female,"$75,000-$99,999",East North Central
118440096855,453292315,10/10/2023 04:27:23 PM,10/10/2023 04:28:19 PM,,,,,2db465909ddb4b1a5e9064016b,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,No,No/don't recall,Suburban,45-60,iOS Phone / Tablet,Female,"$50,000-$74,999",East North Central
118440096078,453292315,10/10/2023 04:25:35 PM,10/10/2023 04:27:20 PM,,,,,4d0d50351a6cdf18757e8bce56,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,Yes,Children not old enough/don't visit other homes,,No/don't recall,Suburban,> 60,iOS Phone / Tablet,Female,"$50,000-$74,999",East North Central
118440096061,453292315,10/10/2023 04:26:10 PM,10/10/2023 04:27:19 PM,,,,,0269a619f039914261f3ff8928,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,Yes,Children not old enough/don't visit other homes,,No/don't recall,Suburban,45-60,iOS Phone / Tablet,Female,"$75,000-$99,999",East North Central
118440094585,453292315,10/10/2023 04:23:27 PM,10/10/2023 04:25:25 PM,,,,,66a0358b5794567a975b2e43a5,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,Yes,Rural,> 60,Android Phone / Tablet,Female,"$25,000-$49,999",East North Central
118440092040,453292315,10/10/2023 04:20:50 PM,10/10/2023 04:21:58 PM,,,,,f8aa8bd4d19afad601f1ab144f,smc,Female,55+,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,Yes,Rural,> 60,iOS Phone / Tablet,Female,"$75,000-$99,999",East North Central
118440088203,453292315,10/10/2023 04:16:40 PM,10/10/2023 04:17:31 PM,,,,,f681f0d955eae67217c1b4c1e1,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,No/don't recall,Suburban,> 60,Windows Desktop / Laptop,Male,"$50,000-$74,999",East North Central
118440087168,453292315,10/10/2023 04:14:52 PM,10/10/2023 04:15:33 PM,,,,,3979e679cef5d07f4a6a8b8909,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Trigger lock,,,,,,,,,,,,Yes,No,,Yes,Urban/city,30-44,iOS Phone / Tablet,Male,"$200,000+",East North Central
118440086614,453292315,10/10/2023 04:11:42 PM,10/10/2023 04:14:50 PM,,,,,13149e299d131b4efaa496d86a,smc,Female,35-54,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)","Some locked, some unlocked",,,,,,Other type of lock or safe (including locked cabinet or other locked area),,,,,"Trunk, glovebox, under seat or other hidden but unsecured place",,Yes,No,,Yes,Suburban,45-60,iOS Phone / Tablet,Female,"$10,000-$24,999",East North Central
118440081697,453292315,10/10/2023 04:07:40 PM,10/10/2023 04:08:24 PM,,,,,041af998b89c394b303e8e00f2,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,Yes,No,,No/don't recall,Suburban,30-44,iOS Phone / Tablet,Female,"$75,000-$99,999",East North Central
118440081558,453292315,10/10/2023 04:07:16 PM,10/10/2023 04:08:12 PM,,,,,5aa5a2e046ee6b6a83dba46f96,smc,Female,35-54,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",All Unlocked,,,,,,,"Drawer, nightstand or other UNLOCKED area",,,,,No firearms in any household vehicles,No,,No,Yes,Rural,45-60,iOS Phone / Tablet,Female,"$150,000-$174,999",East North Central
118440075786,453292315,10/10/2023 03:59:55 PM,10/10/2023 04:01:04 PM,,,,,5ef3e3fa42f248a80529abb29d,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,Locked safe or case (not biometric),,,,,,Locked safe or case (not biometric) secured to vehicle,,,Yes,Yes,,Yes,Suburban,> 60,iOS Phone / Tablet,Female,"$0-$9,999",East North Central
118440074758,453292315,10/10/2023 03:58:23 PM,10/10/2023 03:59:49 PM,,,,,56c1e88fb2c70b1ee582a05afc,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)","Some locked, some unlocked",,,,Locked safe or case (not biometric),,,,,,Locked safe or case (not biometric) secured to vehicle,,,Yes,No,,Yes,Suburban,30-44,Android Phone / Tablet,Male,"$75,000-$99,999",East North Central
118440074682,453292315,10/10/2023 03:58:33 PM,10/10/2023 03:59:44 PM,,,,,83fe82fc3c6b24224dcb417876,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,Locked safe or case (not biometric),Trigger Lock,,,,,Locked safe or case (not biometric) secured to vehicle,,,Yes,No,,Yes,Suburban,45-60,Android Phone / Tablet,Female,"$25,000-$49,999",East North Central
118440074164,453292315,10/10/2023 03:57:27 PM,10/10/2023 03:59:03 PM,,,,,c9b2d92ec918b0c1155b7b6990,smc,Male,35-54,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,Yes,No,,Yes,Suburban,45-60,iOS Phone / Tablet,Female,"$75,000-$99,999",East North Central
118440074127,453292315,10/10/2023 03:58:06 PM,10/10/2023 03:59:00 PM,,,,,5236efc54595f66d4297d4df99,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,Android Phone / Tablet,Female,"$200,000+",East North Central
118440072948,453292315,10/10/2023 03:56:52 PM,10/10/2023 03:58:07 PM,,,,,7691dfed9104ab811f17bb52b6,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,No,No/don't recall,Suburban,> 60,iOS Phone / Tablet,Female,"$200,000+",East North Central
118440072050,453292315,10/10/2023 03:55:53 PM,10/10/2023 03:56:12 PM,,,,,aff5175cf03bba258fcb347bed,smc,Female,35-54,"Central (Peoria, Champaign, Springfield, etc.)",All locked,,,,,Trigger Lock,,,,"Biometric (fingerprint, etc.) safe secured to vehicle",,,,Yes,Yes,,No/don't recall,Rural,45-60,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118440071184,453292315,10/10/2023 03:54:10 PM,10/10/2023 03:55:06 PM,,,,,ba10c281ef39f1259c1646b6dd,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,Yes,Yes,Suburban,45-60,iOS Phone / Tablet,Female,"$75,000-$99,999",East North Central
118440069851,453292315,10/10/2023 03:52:58 PM,10/10/2023 03:54:14 PM,,,,,96c697e2e7e82900ea1456c49a,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,Yes,Yes,Urban/city,> 60,iOS Phone / Tablet,Male,"$175,000-$199,999",East North Central
118440069024,453292315,10/10/2023 03:51:40 PM,10/10/2023 03:53:22 PM,,,,,71ae39c5f1d11b1168821bf54f,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,Yes,Urban/city,> 60,Android Phone / Tablet,Female,Prefer not to answer,East North Central
118440069603,453292315,10/10/2023 03:49:32 PM,10/10/2023 03:53:01 PM,,,,,b63b2b857973c7c4fc091851be,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,No/don't recall,Suburban,> 60,iOS Phone / Tablet,Female,"$10,000-$24,999",East North Central
118440068460,453292315,10/10/2023 03:51:21 PM,10/10/2023 03:51:45 PM,,,,,6a647b28a9ed54f07f215bb8d6,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,No,No/don't recall,Suburban,30-44,Windows Desktop / Laptop,Female,"$50,000-$74,999",East North Central
118440064559,453292315,10/10/2023 03:45:47 PM,10/10/2023 03:47:45 PM,,,,,8d1323f7bfbb3dba1b2445bc09,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,Yes,No,,No/don't recall,Urban/city,45-60,iOS Phone / Tablet,Male,Prefer not to answer,East North Central
118440063863,453292315,10/10/2023 03:45:15 PM,10/10/2023 03:45:38 PM,,,,,f512c15d2e0071ce2b799ad54d,smc,Female,21-34,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)","Some locked, some unlocked",,,,,Trigger Lock,,,,,Locked safe or case (not biometric) secured to vehicle,,,Yes,Yes,,Yes,Rural,> 60,iOS Phone / Tablet,Female,"$0-$9,999",East North Central
118440062693,453292315,10/10/2023 03:42:45 PM,10/10/2023 03:44:15 PM,,,,,3f7d143b3b9b50c6ef2e41fc09,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,"Biometric (Fingerprint, etc.) safe",,,,,,"Biometric (fingerprint, etc.) safe secured to vehicle",,,,Yes,No,,Yes,Suburban,30-44,Android Phone / Tablet,Male,"$25,000-$49,999",East North Central
118440060691,453292315,10/10/2023 03:40:23 PM,10/10/2023 03:41:40 PM,,,,,5f1751966f724307c8de1075ef,smc,Female,55+,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,iOS Phone / Tablet,Female,Prefer not to answer,East North Central
118440056393,453292315,10/10/2023 03:35:13 PM,10/10/2023 03:36:14 PM,,,,,59045482bc1f5e76d6b6165104,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,Yes,Yes,Urban/city,45-60,iOS Phone / Tablet,Female,"$10,000-$24,999",East North Central
118440054480,453292315,10/10/2023 03:30:57 PM,10/10/2023 03:34:02 PM,,,,,578e0019b6ca58add34681708d,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All Unlocked,,,"Biometric (Fingerprint, etc.) safe",Locked safe or case (not biometric),,,"Drawer, nightstand or other UNLOCKED area",,"Biometric (fingerprint, etc.) safe secured to vehicle",,"Trunk, glovebox, under seat or other hidden but unsecured place",,No,,Yes,Yes,Suburban,> 60,iOS Phone / Tablet,Female,"$10,000-$24,999",East North Central
118440052233,453292315,10/10/2023 03:30:51 PM,10/10/2023 03:31:20 PM,,,,,60b34aba9c5965047641cd1e86,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,Yes,Suburban,30-44,Android Phone / Tablet,Male,"$25,000-$49,999",East North Central
118440051210,453292315,10/10/2023 03:27:33 PM,10/10/2023 03:30:08 PM,,,,,0f644176626c2e5346d3757a46,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Cable Lock,,,,,,,,,,,,No,,Yes,Yes,Urban/city,45-60,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118440050654,453292315,10/10/2023 03:27:37 PM,10/10/2023 03:29:30 PM,,,,,2ed47f09c3845e086518d34178,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,,,Other type of lock or safe (including locked cabinet or other locked area),,,,,,No firearms in any household vehicles,No,,No,Yes,Urban/city,45-60,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118440050317,453292315,10/10/2023 03:27:46 PM,10/10/2023 03:29:06 PM,,,,,bed25ce19e3e97d086ce313bf9,smc,Male,21-34,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Suburban,30-44,Android Phone / Tablet,Male,"$175,000-$199,999",East North Central
118440049235,453292315,10/10/2023 03:27:18 PM,10/10/2023 03:27:47 PM,,,,,e0353a1758c80edc92eefd67bf,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,"Biometric (Fingerprint, etc.) safe",,,,,,"Biometric (fingerprint, etc.) safe secured to vehicle",Locked safe or case (not biometric) secured to vehicle,,,Yes,Yes,,Yes,Suburban,> 60,iOS Phone / Tablet,Male,"$75,000-$99,999",East North Central
118440048456,453292315,10/10/2023 03:25:54 PM,10/10/2023 03:26:49 PM,,,,,4642cf4a13c966e310b37221e8,smc,Female,55+,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",All locked,,,,Locked safe or case (not biometric),,,,,,,,No firearms in any household vehicles,No,,No,No/don't recall,Urban/city,45-60,iOS Phone / Tablet,Female,"$10,000-$24,999",East North Central
118440044719,453292315,10/10/2023 03:20:36 PM,10/10/2023 03:22:16 PM,,,,,d03eb743745d81f4410dbed740,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,Yes,No,,Yes,Urban/city,30-44,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118440037392,453292315,10/10/2023 03:13:05 PM,10/10/2023 03:13:55 PM,,,,,1a9beb26074f135c2e8c62c9cb,smc,Male,21-34,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Trigger lock,,,,,,,,,,,,No,,Yes,No/don't recall,Suburban,18-29,Android Phone / Tablet,Male,Prefer not to answer,East North Central
118440036323,453292315,10/10/2023 03:11:33 PM,10/10/2023 03:12:43 PM,,,,,bb00a9ca87d642f6fcf1d5dab1,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,Yes,Suburban,> 60,Android Phone / Tablet,Male,"$25,000-$49,999",East North Central
118440033785,453292315,10/10/2023 03:09:17 PM,10/10/2023 03:09:53 PM,,,,,f46f8c225e427f8598aa52c754,smc,Female,35-54,"Central (Peoria, Champaign, Springfield, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,No,Yes,Rural,45-60,Android Phone / Tablet,Female,Prefer not to answer,East North Central
118440029046,453292315,10/10/2023 03:01:06 PM,10/10/2023 03:05:03 PM,,,,,5bf3962e51dd30b6af10914771,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,Yes,No,,Yes,Suburban,> 60,iOS Phone / Tablet,Female,"$10,000-$24,999",East North Central
118440025416,453292315,10/10/2023 03:00:29 PM,10/10/2023 03:01:26 PM,,,,,d9959fdbbe340756c75ebc4470,smc,Female,35-54,"Central (Peoria, Champaign, Springfield, etc.)",All locked,,,,,,Other type of lock or safe (including locked cabinet or other locked area),,,,,,No firearms in any household vehicles,Yes,Children not old enough/don't visit other homes,,Yes,Suburban,30-44,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118440009670,453292315,10/10/2023 02:42:59 PM,10/10/2023 02:43:55 PM,,,,,ee87166c0b3e09c7b4349a6087,smc,Female,21-34,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,,,Other type of lock or safe (including locked cabinet or other locked area),,,,,"Trunk, glovebox, under seat or other hidden but unsecured place",,Yes,No,,Yes,Suburban,30-44,Android Phone / Tablet,Female,"$75,000-$99,999",East North Central
118440006432,453292315,10/10/2023 02:39:40 PM,10/10/2023 02:40:11 PM,,,,,29ea5fc2e06f025ff45d252060,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,Yes,No,,No/don't recall,Urban/city,30-44,Android Phone / Tablet,Male,"$150,000-$174,999",East North Central
118440005951,453292315,10/10/2023 02:38:36 PM,10/10/2023 02:39:42 PM,,,,,0b646fc236974475c49c0be8e3,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Drawer, nightstand, or other UNLOCKED area in home",,,,,,,,,,,,No,,No,Yes,Suburban,45-60,iOS Phone / Tablet,Female,"$50,000-$74,999",East North Central
118439993996,453292315,10/10/2023 02:24:52 PM,10/10/2023 02:27:04 PM,,,,,23488d6cb043722171f516fe8b,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,No,Yes,Suburban,> 60,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118439988055,453292315,10/10/2023 02:19:36 PM,10/10/2023 02:20:56 PM,,,,,af41763f610a6c1c97b446b224,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,Yes,Suburban,45-60,Android Phone / Tablet,Female,"$25,000-$49,999",East North Central
118439984192,453292315,10/10/2023 02:16:18 PM,10/10/2023 02:16:48 PM,,,,,c3d1533842bda36dd120466ab5,smc,Female,55+,"Central (Peoria, Champaign, Springfield, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,No,Yes,Rural,45-60,Android Phone / Tablet,Female,"$50,000-$74,999",East North Central
118439983304,453292315,10/10/2023 02:15:15 PM,10/10/2023 02:15:54 PM,,,,,bd474748bf58fd4ed72b79155a,smc,Male,35-54,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)","Some locked, some unlocked",,,"Biometric (Fingerprint, etc.) safe",,,,,,"Biometric (fingerprint, etc.) safe secured to vehicle",,,,Yes,Yes,,Yes,Urban/city,30-44,Android Phone / Tablet,Male,"$100,000-$124,999",East North Central
